"res-5zx6ot href","res-aogzfy","res-inoga3 href","res-1j9e5pd href","res-ewgtgq","res-ewgtgq 2","res-du9bhi","res-1bl90s9","res-7axup0","res-7lz8jh","res-7axup0 2","res-7lz8jh 5","res-7axup0 6","res-9lmmub","res-du9bhi 2","res-kjzl78","res-kjzl78 2","res-kjzl78 3","res-kjzl78 4","text-snippet-expand-button","res-1mkhkpt src","res-1jn70yv","res-kjzl78 5","res-kjzl78 6","res-kjzl78 7","res-kjzl78 8"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/tekkminds-ag-423148/jobs","https://www.stepstone.de/stellenangebote--Senior-Software-Engineer-Cloud-AI-Integration-m-w-d-Muenchen-TekkMinds-AG--13748644-inline.html","Senior Software Engineer – Cloud & AI Integration (m/w/d)","TekkMinds AG","München","62.000 - 83.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Tagen","Teilweise Home-Office","Zum nächstmöglichen Zeitpunkt suchen wir einen    – Cloud &  Integration (m/w/d) Wir entwickeln zukunftsweisende  die Unternehmen bei der digitalen Transformation unterstützen. * Arbeite mit modernsten KI-Frameworks (Spring  Embabel, LangChain(4J), ADK, Strands, AutoGen oder ähnliches) * TekkMinds AG * München * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Die TekkMinds AG ist ein etabliertes mittelgroßes Unternehmen im dynamischen IT- und Technologiesektor. Unser Fokus liegt auf innovativen Cloud-Technologien, agilen Methoden und einer engen Zusammenarbeit mit unseren Kunden. Dabei setzen wir auf ein erfahrenes Team und modernste Infrastruktur, um anspruchsvolle Projekte erfolgreich umzusetzen und kontinuierlich neue Standards in der Branche zu setzen. Wir bieten Ihnen die Möglichkeit, sich in einem technologiegetriebenen Umfeld ...","Senior","Software","Engineer","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","AI","Softwarelösungen,","AI,",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/ntt-data-107448/jobs","https://www.stepstone.de/stellenangebote--Lead-Cloud-Software-Architect-Pharma-Solutions-w-m-x-Erfurt-Muenchen-Frankfurt-a-M-Stuttgart-Koeln-Hamburg-Ettlingen-Wolfsburg-Rosenheim-Berlin-NTT-DATA--13808467-inline.html","Lead Cloud Software Architect - Pharma Solutions (w/m/x)","NTT DATA","Erfurt, München, Frankfurt a. M., Stuttgart, Köln, Hamburg, Ettlingen, Wolfsburg, Rosenheim, Berlin","59.000 - 98.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 5 Tagen","Teilweise Home-Office","Als     entwickelst Du technologische Plattformen für eine Pharmaindustrie im Wandel - skalierbar, compliant und datengesteuert. * Du konzipierst, entwickelst und verantwortest -native und AI-basierte  für die Pharmaindustrie - mit Fokus auf Datenintegrität, Prozesssicherheit und regulatorische Konformität - Mit modernen  und AI-Technologien gestaltest Du Lösungen für mehr Effizienz, Sicherheit und Innovationsgeschwindigkeit in Forschung, Produktion und Supply Chain. * Du entwickelst skalierbare, validierungsfähige  und Microservice-Architekturen, die GxP-Anforderungen (z. B. CSV, Annex 11, 21 CFR Part 11) erfüllen * Du arbeitest sicher mit -Plattformen (AWS, Azure, GCP, souveräne  und bewegst Dich professionell in deutsch- und englischsprachigen Projektumfeldern * NTT DATA","Lead","Cloud","Software","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Architect","Cloud","Softwarelösungen","Cloud-"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/atruvia-ag-275261/jobs","https://www.stepstone.de/stellenangebote--Software-Engineer-Systems-m-w-d-HCPCST-Muenster-Karlsruhe-Aschheim-Atruvia-AG--13782516-inline.html","Software Engineer Systems (m/w/d) | HCPCST","Atruvia AG","Münster, Karlsruhe, Aschheim","70.000 - 102.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Für unser Servicefeld Hybrid Cloud Platforms im Tribe Compute and Storage Services suchen wir dich in Vollzeit ab 30 Wochenstunden als   (m/w/d) in Karlsruhe, München bzw. Münster. * Atruvia AG * Münster, Karlsruhe, Aschheim * Feste Anstellung * Homeoffice möglich, Teilzeit, Vollzeit - Anschreiben nicht erforderlich - Wir sind der Digitalisierungspartner der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelange Banking-Expertise mit moderner Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren agree21 bis hin zur App-Entwicklung. Als deutschsprachiges Unternehmen nutzen wir zukunftsweisende Technologien wie künstliche Intelligenz oder Smart Data und schreiben Prozessoptimierung, Sicherheit und Regulatorik groß.","Software Engineer","Systems","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","","","",""
"[object Object]","Passt weniger","https://www.stepstone.de/cmp/de/kassen%c3%a4rztliche-vereinigung-bayerns-kvb-19491/jobs","https://www.stepstone.de/stellenangebote--Applikationsexperte-m-w-d-Muenchen-Kassenaerztliche-Vereinigung-Bayerns-KVB--13692614-inline.html","Applikationsexperte (m/w/d)","Kassenärztliche Vereinigung Bayerns (KVB)","München","54.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","Git","","","|","SQL","vor 7 Stunden","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/neurocare-group-ag-5034055/jobs","https://www.stepstone.de/stellenangebote--Software-Architect-w-m-d-Muenchen-Deutschland-neurocare-group-AG--12418575-inline.html","Software Architect (w/m/d)","neurocare group AG","München, Deutschland","51.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Wir suchen einen  (w/m/d) zur Verstärkung unseres Teamszur Gestaltung und Entwicklung von  im Medizintechnischen Bereich. Die technologischen Schlüsselelemente der neurocare-Plattform entwickelt neurocare im eigenen Haus, darunter führende TMS- und EEG-Geräte und eine Cloud-basierte -Plattform. * Entwicklung sauberer, effizienter und wartbarer  gemäß Projektanforderungen und technischen Spezifikationen * Technische Beratung und Unterstützung der  * Definition und Weiterentwicklung der  Frameworks und Design Patterns mit Fokus auf Skalierbarkeit, Zuverlässigkeit und Wartbarkeit * Entwicklung von Unit-Tests, Integrationstests und automatisierten Test-Suiten zur Sicherstellung der  * Abgeschlossenes Studium in  Engineering oder eine vergleichbare Qualifikation","Softwarearchitekt","Software","Software","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Software","Softwareentwicklungsteams","Softwarearchitektur,","Softwarequalität"
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/andrena-objects-ag-100797/jobs","https://www.stepstone.de/stellenangebote--Softwareentwickler-m-w-d-Muenchen-Stuttgart-Karlsruhe-Frankfurt-am-Main-Koeln-andrena-objects-ag--13401503-inline.html","Softwareentwickler (m/w/d)","andrena objects ag","München, Stuttgart, Karlsruhe, Frankfurt am Main, Köln","53.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)","TypeScript","|","Python","|","Deutsch","vor 1 Woche","Teilweise Home-Office","","","","","","","","","","",""
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/ferchau-%e2%80%93-connecting-people-and-technologies-6095/jobs","https://www.stepstone.de/stellenangebote--Softwareentwickler-m-w-d-Rosenheim-FERCHAU-Connecting-People-and-Technologies--13491190-inline.html","Softwareentwickler (m/w/d)","FERCHAU – Connecting People and Technologies","Rosenheim","55.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","C#","|","Deutsch","vor 3 Wochen","Teilweise Home-Office","","","","","","","","","","",""
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/bayoosoft-gmbh-130676/jobs","https://www.stepstone.de/stellenangebote--Software-Architect-m-w-d-Produktentwicklung-Berlin-Darmstadt-Koeln-Muenchen-BAYOOSOFT-GmbH--13928973-inline.html","Software Architect (m/w/d) – Produktentwicklung","BAYOOSOFT GmbH","Berlin, Darmstadt, Köln, München","65.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","C#","|",".NET","vor 1 Woche","","","","","","","","","","","",""
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/adesso-se-7420/jobs","https://www.stepstone.de/stellenangebote--Software-Engineer-Conversational-AI-all-genders-Aachen-Augsburg-Berlin-Bonn-Bremen-Dortmund-weitere-Standorte-in-DE-adesso-SE--13949296-inline.html","Software Engineer Conversational AI (all genders)","adesso SE","Aachen, Augsburg, Berlin, Bonn, Bremen, Dortmund, weitere Standorte in DE","","","","","","","vor 2 Tagen","","Beratung und technische Umsetzung: Du analysierst die Anforderungen unserer Kunden und berätst sie bei der technischen Umsetzung von Conversational  Usecases. *  Agent Orchestration: Du entwickelst hybride Lösungen, die klassische Flows intelligent mit Generative-Nodes kombinieren, um autonome und handlungsfähige  Agents zu erschaffen. * Tool Use & Integration: Du befähigst den  Agent durch die Anbindung von REST-APIs (Backend-Integration) oder per MCP (Model Context Protocol) dazu, nicht nur zu chatten, sondern echte Aktionen in Drittsystemen auszuführen ('Agentic  * Code-Kompetenz: Du bringst solide Grundkenntnisse in JavaScript/TypeScript,gerne zusätzlich auch inPython mit, da dies auch im Zeitalter von Generative  der Schlüssel ist, um Daten für den Agenten nutzbar zu machen. Wünschenswert sind Erfahrungen in einschlägigen Conversational-Plattformen wie ...","AI","AI","AI-","mehr","https://www.stepstone.de/upload_DE/logo/A/logoadesso-AG-7420DE.gif?im=Resize=(56,56)","Anschreiben nicht erforderlich","AI","AI","AI').","AI"
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/adesso-insurance-solutions-gmbh-153720/jobs","https://www.stepstone.de/stellenangebote--Java-Software-Developer-Professional-Services-all-genders-Duesseldorf-Koeln-Frankfurt-Essen-Muenchen-Hamburg-weitere-Standorte-in-DE-adesso-insurance-solutions-GmbH--13949101-inline.html","Java Software Developer Professional Services (all genders)","adesso insurance solutions GmbH","Düsseldorf, Köln, Frankfurt, Essen, München, Hamburg, weitere Standorte in DE","","Informatik","|","Angular","|","Deutsch","vor 3 Tagen","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/f-%26-k-delvotec-bondtechnik-gmbh-52354/jobs","https://www.stepstone.de/stellenangebote--Senior-Software-Entwickler-in-Legacy-Systems-m-w-d-Ottobrunn-F-K-DELVOTEC-Bondtechnik-GmbH--13782571-inline.html","Senior-Software-Entwickler/in | Legacy Systems (m/w/d)","F & K DELVOTEC Bondtechnik GmbH","Ottobrunn","61.000 - 78.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","C++","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/kare-design-gmbh-45795/jobs","https://www.stepstone.de/stellenangebote--Software-Entwickler-w-m-d-ABAS-ERP-System-Garching-bei-Muenchen-KARE-Design-GmbH--13529123-inline.html","Software-Entwickler (w/m/d) ABAS ERP-System","KARE Design GmbH","Garching bei München","42.000 - 58.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Kommunikation","vor 3 Tagen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/arrk-engineering-gmbh-2718/jobs","https://www.stepstone.de/stellenangebote--Digital-Agentic-AI-Engineer-m-w-d-Muenchen-ARRK-Engineering-GmbH--13936805-inline.html","Digital & Agentic AI Engineer (m/w/d)","ARRK Engineering GmbH","München","67.000 - 89.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 4 Tagen","","Mehrjährige Berufserfahrung als Software  Senior  oder Architect. * ARRK Engineering GmbH * München * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - ARRK Engineering ist Teil des internationalen ARRK Firmenverbundes undspezialisiert auf die Produktentwicklung. Innerhalb der ARRK-Firmengruppesetzen wir Produktentwicklungen von der virtuellen Entwicklung bis hin zumPrototypen und der Produktion in Kleinserien um. Du möchtest echte KI‑ und Automatisierungslösungen erstellen statt nur über Ideen zu sprechen? Bei uns entwickelst Du maßgeschneiderte KI‑ und Automatisierungslösungen, entwirfst moderne skalierbare Cloud‑Architekturen und setzt eigene KI‑Services oder Agenten um. Wenn Du gerne nah an Kunden arbeitest, komplexe technische Anforderungen in klare Konzepte übersetzt und Projekte von der Idee bis zum produktiven Betrieb begleiten willst, findest ...","Engineer,","Engineer","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/tegos-holding-gmbh-33932/jobs","https://www.stepstone.de/stellenangebote--Software-Entwickler-fuer-MS-Dynamics-Business-Central-m-w-d-Rosenheim-Muenchen-Nuernberg-Regensburg-Ingolstadt-Wuerzburg-Bayreuth-Ulm-Stuttgart-Karlsruhe-tegos-Holding-GmbH--7077923-inline.html","Software Entwickler für MS Dynamics Business Central (m/w/d)","tegos Holding GmbH","Rosenheim, München, Nürnberg, Regensburg, Ingolstadt, Würzburg, Bayreuth, Ulm, Stuttgart, Karlsruhe,","60.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Software   Business Central (m/w/d) * Sie entwickeln unsere CfMD-zertifizierte Branchenlösung (Entsorgungs- oder Sozialwirtschaft) auf Basis von   NAV/365 Business Central weiter und sichern so die Integration der Geschäftsprozesse unserer Kunden * Sie haben mehr als 5 Jahre Programmiererfahrung im Umfeld von ERP-Lösungen, bevorzugt Microsoft  NAV / Business Central * tegos Holding GmbH * Rosenheim, München, Nürnberg, Regensburg, Ingolstadt, Würzburg, Bayreuth, Ulm, Stuttgart, Karlsruhe, * Feste Anstellung * Homeoffice möglich, Teilzeit, Vollzeit - Schnelle Bewerbung - Über tegos - Wir sind Menschen, die mit Leidenschaft und Herzblut anpacken: Problemlöser, verlässliche Ansprechpartner und Wegbereiter. Was uns verbindet? Teamgeist und echte Hilfsbereitschaft. Als mittelständisches inhabergeführtes IT-Unternehmen haben wir den Generationenwechsel bereits vollzogen und arbeiten daher nicht für ...","Entwickler","MS","MS","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Dynamics","Dynamics","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/bmw-group-27361/jobs","https://www.stepstone.de/stellenangebote--Senior-AI-Software-Engineer-f-m-x-Muenchen-BMW-Group--13928054-inline.html","Senior AI Software Engineer (f/m/x)","BMW Group","München","75.000 - 98.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 6 Tagen","","With -powered tools and methods, we transform how  is created – faster, higher quality, and with better developer experience. This is not about vibe coding, but about professional  development with  * You develop and maintain a company-wide ecosystem for -supported  development – from IDE configurations and  rules to best practices. * Furthermore, you optimize the  development lifecycle through targeted  integration – from requirements analysis to code review. * At least 5 years of professional  development experience, including a minimum of 12 months of hands‑on experience using ‑assisted development tools in production environments. But it takes real intellectual leadership and expertise to identify and then harness the  trends and technologies that will transform the way people travel for good.","AI","software","software","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","AI.","AI","software","AI"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/k%c3%b6rber-pharma-inspection-gmbh-91763/jobs","https://www.stepstone.de/stellenangebote--Software-Developer-m-w-d-Automation-Markt-Schwaben-Koerber-Pharma-Inspection-GmbH--13916618-inline.html","Software Developer (m/w/d) Automation","Körber Pharma Inspection GmbH","Markt Schwaben","60.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Erfahrung in der Entwicklung von  * Körber Pharma Inspection GmbH * Markt Schwaben * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Anschreiben nicht erforderlich - Über uns - Unternehmen: Körber Pharma Inspection GmbH - Standort: Markt Schwaben, Bayern, DE - Wir sind Körber – ein internationaler Technologiekonzern mit rund 13.000 Mitarbeitern an über 100 Standorten weltweit und einem gemeinsamen Ziel: Wir setzen unternehmerisches Denken in Kundenerfolge um und gestalten den technologischen Wandel. In unseren Geschäftsfeldern Pharma, Supply Chain und Technologies bieten wir Produkte, Lösungen und Services, die inspirieren und Mehrwert für Kunden schaffen. Dabei setzen wir auf Ökosysteme, die die Herausforderungen von heute und morgen lösen. Die Körber AG ist die Holdinggesellschaft des Körber-Konzerns. Ihre Rolle in unserem Team","Automatisierungssoftware","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/iabg-industrieanlagen-betriebsgesellschaft-mbh-42217/jobs","https://www.stepstone.de/stellenangebote--Software-Engineer-Java-Cloud-Microservices-m-w-d-Ottobrunn-bei-Muenchen-IABG-Industrieanlagen-Betriebsgesellschaft-mbH--13940485-inline.html","Software Engineer – Java, Cloud & Microservices (m/w/d)","IABG Industrieanlagen - Betriebsgesellschaft mbH","Ottobrunn bei München","53.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","vor 3 Tagen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/iabg-industrieanlagen-betriebsgesellschaft-mbh-42217/jobs","https://www.stepstone.de/stellenangebote--Software-Engineer-Java-Cloud-Microservices-m-w-d-Ottobrunn-bei-Muenchen-IABG-Industrieanlagen-Betriebsgesellschaft-mbH--13725719-inline.html","Software Engineer – Java, Cloud & Microservices (m/w/d)","IABG Industrieanlagen - Betriebsgesellschaft mbH","Ottobrunn bei München","53.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","vor 3 Wochen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/egym-se-89145/jobs","https://www.stepstone.de/stellenangebote--Team-Lead-Machine-Software-m-f-d-Muenchen-EGYM-SE--13932214-inline.html","Team Lead – Machine Software (m/f/d)","EGYM SE","München","90.000 - 110.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 6 Tagen","Teilweise Home-Office","Join our  in Munich as a  (m/f/d) in our Machine Software Realm, where the intelligence behind EGYM's smart training equipment is engineered. * The Craftsperson: You  by example, writing production-grade code and developing the software products alongside your  You and your  build systems that deliver intuitive interfaces, operate reliably at scale, and set the standard for safety and intelligence on the gym floor. In this role, you balance hands-on and cutting-edge software engineering with growing a high-performing  * The People  You guide and mentor your , fostering a culture of ownership and continuous improvement * The Value Stream  In close partnership with Product, you turn ideas and priorities into features for our customers, maximizing their engagement * Proven Leader: You have 2+ years of experience leading software engineering ...","team","Team Lead","lead","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","team","team","team.","Lead:"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/sopra-steria-3313/jobs","https://www.stepstone.de/stellenangebote--Software-Developer-mit-Open-Search-Expertise-m-w-d-bundesweit-Berlin-Frankfurt-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--13754067-inline.html","Software Developer mit Open Search Expertise (m/w/d)","Sopra Steria","bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München","60.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Wochen","Teilweise Home-Office","Sehr gute Kenntnisse in Java (alternativ auch in einer anderen gängigen Programmiersprache) sind für dich selbstverständlich die du durch eine mehrjährige Berufserfahrung in der  idealerweise im Backend‑Umfeld aneignen konntest * Sopra Steria * bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München * Feste Anstellung * Homeoffice möglich, Vollzeit - Anschreiben nicht erforderlich - Wer wir sind - Wir sind als eine der führenden europäischen Management- und Technologieberatungen ein echter Tech-Player. Wir sehen uns als Vordenker*innen, handeln und denken strategisch, entwickeln mit unseren Kunden maßgeschneiderte Lösungen, sowie präzise Prozesse und implementieren innovative Technologien. Weltweit sind wir über 50.000 tech-affine und kluge Köpfe – gemeinsam gestalten wir die Zukunft unserer Kunden und die der Gesellschaft. Bist du bereit, das digitale Europa mitzugestalten?","Softwareentwicklung,","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/iabg-industrieanlagen-betriebsgesellschaft-mbh-42217/jobs","https://www.stepstone.de/stellenangebote--Softwaretester-fuer-Applikationen-Cloud-Services-m-w-d-Ottobrunn-bei-Muenchen-IABG-Industrieanlagen-Betriebsgesellschaft-mbH--13940537-inline.html","Softwaretester für Applikationen & Cloud Services (m/w/d)","IABG Industrieanlagen - Betriebsgesellschaft mbH","Ottobrunn bei München","44.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","vor 3 Tagen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/gws-gesellschaft-f%c3%bcr-warenwirtschafts-systeme-mbh-48487/jobs","https://www.stepstone.de/stellenangebote--Senior-Softwareentwickler-m-w-d-Microsoft-Dynamics-365-Business-Central-Muenster-Stuttgart-Lauf-an-der-Pegnitz-Nuernberg-Muenchen-Essen-GWS-Gesellschaft-fuer-Warenwirtschafts-Systeme-mbH--13888383-inline.html","Senior Softwareentwickler (m/w/d) Microsoft Dynamics 365 Business Central","GWS Gesellschaft für Warenwirtschafts-Systeme mbH","Münster, Stuttgart, Lauf an der Pegnitz (Nürnberg), München, Essen","45.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Tagen","Teilweise Home-Office","Wir bei der GWS-Unternehmensgruppe, Tochterunternehmen der Atruvia AG, folgen dem Anspruch, jedem Kunden die denkbar beste  für seine Warenwirtschaft anzubieten. Du möchtest  nicht nur entwickeln, sondern aktiv mitgestalten? Du bringst Erfahrung in der Entwicklung komplexer Lösungen mit und hast den Anspruch, nachhaltige und qualitativ hochwertige  zu entwickeln? Wir suchen zur Verstärkung unseres Teams zum nächstmöglichen Zeitpunkt einen  Softwareentwickler (m/w/d) Microsoft Dynamics 365 Business Central. * Dabei entwickelst du unsere Branchen- die auf die Bedürfnisse unserer Anwender (m/w/d) zugeschnitten sind, im Kontext des Microsoft-Stacks und mit den Microsoft-Technologien * Du gestaltest aktiv und im engen Austausch mit unseren (m/w/d) und den  die Entwicklung von Features des Produktes mit","Softwareumgebung","Software","Softwarelösungen","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Senior","Softwareprodukte,","Softwareentwicklungsteams",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/fujitsu-362348/jobs","https://www.stepstone.de/stellenangebote--Senior-Software-Service-Technician-m-w-d-Muenchen-Fujitsu--13900916-inline.html","Senior Software Service Technician (m/w/d)","Fujitsu","München","55.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","Kommunikation","|","Deutsch","vor 2 Wochen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/ntt-data-107448/jobs","https://www.stepstone.de/stellenangebote--Lead-Cloud-Software-Architect-Transport-Logistics-Solutions-w-m-x-Erfurt-Muenchen-Frankfurt-a-M-Stuttgart-Koeln-Hamburg-Ettlingen-Wolfsburg-Rosenheim-Berlin-NTT-DATA--13808464-inline.html","Lead Cloud Software Architect - Transport & Logistics Solutions (w/m/x)","NTT DATA","Erfurt, München, Frankfurt a. M., Stuttgart, Köln, Hamburg, Ettlingen, Wolfsburg, Rosenheim, Berlin","68.000 - 114.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 4 Tagen","Teilweise Home-Office","Als     entwickelst Du Lösungen, die Transport- und Logistikprozesse intelligenter, vernetzter und nachhaltiger machen. * Du konzipierst, entwickelst und verantwortest -native und AI-basierte  die den digitalen Wandel in Transport- und Logistiknetzwerken ermöglichen - von der Routenplanung bis zur Echtzeitverfolgung - Mit innovativen  AI- und Plattformtechnologien gestaltest Du digitale Architekturen für die Verkehrsnetze und Lieferketten von morgen. * Du unterstützt im Pre-Sales-Prozess und bringst Dein Know-how zu Transport-IT, Logistikprozessen und -Technologien in komplexe Ausschreibungen und Angebote ein * Du vernetzt Dich in technischen Communities, setzt neue Impulse in der Plattform- und -Architektur und begleitest die Weiterentwicklung unseres Portfolios für Mobilität und Logistik","Lead","Cloud","Software","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Architect","Cloud","Softwarelösungen,","Cloud-,"
